cycle number	time/s	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	
1.000000000000000E+000	8.451487041398650E+000	1.9948785E+004	2.9083661E+002	5.8739811E+001	2.9670911E+002	-1.1418336E+001
1.000000000000000E+000	8.746480148722185E+000	1.5847683E+004	3.0174774E+002	6.2131512E+001	3.0807794E+002	-1.1634906E+001
1.000000000000000E+000	9.041497576079564E+000	1.2590930E+004	3.1536078E+002	6.3992706E+001	3.2178796E+002	-1.1470657E+001
1.000000000000000E+000	9.336481803416973E+000	1.0002226E+004	3.3230078E+002	6.5454056E+001	3.3868576E+002	-1.1143034E+001
1.000000000000000E+000	9.672011552727781E+000	7.9439990E+003	3.4473395E+002	6.6607895E+001	3.5110983E+002	-1.0935669E+001
1.000000000000000E+000	1.006854085155646E+001	6.3077339E+003	3.5665442E+002	6.6601906E+001	3.6281976E+002	-1.0577623E+001
1.000000000000000E+000	1.053770500720566E+001	5.0116040E+003	3.8495395E+002	6.6932434E+001	3.9072943E+002	-9.8634834E+000
1.000000000000000E+000	1.125968592149729E+001	3.9812744E+003	3.9248831E+002	6.4456406E+001	3.9774579E+002	-9.3261538E+000
1.000000000000000E+000	1.172671410367911E+001	3.1610117E+003	3.9937564E+002	6.3391621E+001	4.0437534E+002	-9.0191355E+000
1.000000000000000E+000	1.219471265924221E+001	2.5108032E+003	4.0694476E+002	5.9196484E+001	4.1122775E+002	-8.2765160E+000
1.000000000000000E+000	1.266166665475612E+001	1.9956388E+003	4.1703116E+002	5.7262024E+001	4.2094409E+002	-7.8183212E+000
1.000000000000000E+000	1.312866926359857E+001	1.5855074E+003	4.2461151E+002	5.4725975E+001	4.2812366E+002	-7.3440695E+000
1.000000000000000E+000	1.359692621915019E+001	1.2587913E+003	4.3033118E+002	5.0403542E+001	4.3327295E+002	-6.6804628E+000
1.000000000000000E+000	1.406267970796762E+001	1.0003202E+003	4.3637573E+002	4.6934589E+001	4.3889252E+002	-6.1388741E+000
1.000000000000000E+000	1.453093378350604E+001	7.9423785E+002	4.4280316E+002	4.4697472E+001	4.4505338E+002	-5.7640309E+000
1.000000000000000E+000	1.499643975225626E+001	6.3100964E+002	4.4834180E+002	4.2760376E+001	4.5037631E+002	-5.4480772E+000
1.000000000000000E+000	1.546319497443619E+001	5.0144418E+002	4.5174390E+002	3.7960484E+001	4.5333603E+002	-4.8033361E+000
1.000000000000000E+000	1.593271371678566E+001	3.9808914E+002	4.5501581E+002	3.5607975E+001	4.5640695E+002	-4.4746518E+000
1.000000000000000E+000	1.639892067224719E+001	3.1631589E+002	4.5869122E+002	3.0668133E+001	4.5971533E+002	-3.8251073E+000
1.000000000000000E+000	1.686390216098516E+001	2.5104433E+002	4.6247958E+002	3.0007633E+001	4.6345209E+002	-3.7123888E+000
1.000000000000000E+000	1.733118004983407E+001	1.9955299E+002	4.6552380E+002	2.6064558E+001	4.6625290E+002	-3.2046301E+000
1.000000000000000E+000	1.780375873898447E+001	1.5842841E+002	4.7361285E+002	2.7255163E+001	4.7439642E+002	-3.2935877E+000
1.000000000000000E+000	1.826840081435512E+001	1.2584567E+002	4.7289645E+002	2.2604975E+001	4.7343643E+002	-2.7367184E+000
1.000000000000000E+000	1.873567296991678E+001	1.0003201E+002	4.7588147E+002	2.3825365E+001	4.7647751E+002	-2.8661635E+000
1.000000000000000E+000	1.920623355222051E+001	7.9415512E+001	4.7771823E+002	1.8537703E+001	4.7807776E+002	-2.2222295E+000
1.000000000000000E+000	1.968683528175461E+001	6.3082298E+001	4.8240808E+002	1.7139906E+001	4.8271246E+002	-2.0348568E+000
1.000000000000000E+000	2.015319290387561E+001	5.0144421E+001	4.7937283E+002	1.8344429E+001	4.7972369E+002	-2.1915004E+000
1.000000000000000E+000	2.062271588621661E+001	3.9808914E+001	4.7814581E+002	1.7761816E+001	4.7847559E+002	-2.1274042E+000
1.000000000000000E+000	2.106942340070964E+001	3.1629555E+001	4.8295453E+002	1.4576087E+001	4.8317444E+002	-1.7287234E+000
1.000000000000000E+000	2.153491283618496E+001	2.5104433E+001	4.8338553E+002	1.6033356E+001	4.8365137E+002	-1.8997402E+000
1.000000000000000E+000	2.200219373838627E+001	1.9955299E+001	4.8517673E+002	1.1923078E+001	4.8532321E+002	-1.4077438E+000
1.000000000000000E+000	2.244794061288121E+001	1.5857577E+001	4.8264352E+002	1.1606029E+001	4.8278305E+002	-1.3775142E+000
1.000000000000000E+000	2.299488490555086E+001	1.2600809E+001	4.8873770E+002	1.5080849E+001	4.8897031E+002	-1.7673998E+000
1.000000000000000E+000	2.346071010101150E+001	1.0003201E+001	4.8542862E+002	1.5463039E+001	4.8567484E+002	-1.8245059E+000
1.000000000000000E+000	2.403571346165700E+001	7.9395323E+000	4.8743350E+002	1.6908587E+001	4.8772668E+002	-1.9867373E+000
1.000000000000000E+000	2.441720651971991E+001	6.3105812E+000	4.9147522E+002	1.3839375E+001	4.9167004E+002	-1.6129569E+000
1.000000000000000E+000	2.488619867534726E+001	5.0144420E+000	4.9136395E+002	1.7976013E+001	4.9169266E+002	-2.0951691E+000
1.000000000000000E+000	2.546115662265220E+001	3.9778516E+000	4.9086008E+002	1.9155207E+001	4.9123370E+002	-2.2347627E+000
1.000000000000000E+000	2.616824428291875E+001	3.1603963E+000	4.8914215E+002	2.2052317E+001	4.8963901E+002	-2.5813551E+000
1.000000000000000E+000	2.704465768457885E+001	2.5136747E+000	4.9408392E+002	2.1614063E+001	4.9455646E+002	-2.5048490E+000
1.000000000000000E+000	2.813767277648731E+001	1.9970603E+000	4.8095560E+002	2.8208490E+001	4.8178210E+002	-3.3566051E+000
1.000000000000000E+000	2.950406860138173E+001	1.5846856E+000	4.8045236E+002	2.9979361E+001	4.8138678E+002	-3.5705240E+000
1.000000000000000E+000	3.121201372248470E+001	1.2596742E+000	4.8168933E+002	3.4888050E+001	4.8295111E+002	-4.1426158E+000
1.000000000000000E+000	3.335016841071774E+001	1.0000639E+000	4.8351331E+002	4.1791241E+001	4.8531601E+002	-4.9399376E+000
1.000000000000000E+000	3.603209208472981E+001	7.9443753E-001	4.8672882E+002	4.8900726E+001	4.8917914E+002	-5.7371473E+000
1.000000000000000E+000	3.939791616462753E+001	6.3126212E-001	4.9033994E+002	5.8787846E+001	4.9385147E+002	-6.8366742E+000
1.000000000000000E+000	4.362723068552441E+001	5.0118679E-001	4.9682990E+002	7.0672386E+001	5.0183118E+002	-8.0958195E+000
1.000000000000000E+000	4.894665997819902E+001	3.9774463E-001	5.0092215E+002	8.4684822E+001	5.0803003E+002	-9.5955725E+000
1.000000000000000E+000	5.562704701547045E+001	3.1619310E-001	5.1351813E+002	1.0110997E+002	5.2337756E+002	-1.1138858E+001
1.000000000000000E+000	6.402869026788539E+001	2.5117347E-001	5.2617578E+002	1.2315691E+002	5.4039667E+002	-1.3173522E+001
1.000000000000000E+000	7.967288741093944E+001	1.9933917E-001	5.4817737E+002	1.5033453E+002	5.6841791E+002	-1.5335991E+001
1.000000000000000E+000	9.296838329572347E+001	1.5846856E-001	5.7858813E+002	1.8609747E+002	6.0777997E+002	-1.7829903E+001
1.000000000000000E+000	1.096935656367859E+002	1.2590654E-001	6.3402643E+002	2.2202980E+002	6.7177881E+002	-1.9299749E+001
1.000000000000000E+000	1.307635190909205E+002	9.9904090E-002	6.9546045E+002	2.6918552E+002	7.4573859E+002	-2.1159470E+001
2.000000000000000E+000	2.523092892261629E+002	1.0000186E+006	9.9366600E+001	2.1150238E+001	1.0159259E+002	-1.2016116E+001
2.000000000000000E+000	2.527443027934933E+002	7.9433269E+005	9.8420868E+001	1.9987291E+001	1.0042987E+002	-1.1479505E+001
2.000000000000000E+000	2.531792777207738E+002	6.3095681E+005	1.0086309E+002	1.9932856E+001	1.0281382E+002	-1.1178912E+001
2.000000000000000E+000	2.536132940614189E+002	5.0120622E+005	1.0357331E+002	2.0582300E+001	1.0559859E+002	-1.1239510E+001
2.000000000000000E+000	2.540472854153777E+002	3.9810347E+005	1.0589339E+002	2.1418396E+001	1.0803777E+002	-1.1434593E+001
2.000000000000000E+000	2.544812998359848E+002	3.1622997E+005	1.0631050E+002	2.2764057E+001	1.0872040E+002	-1.2086119E+001
2.000000000000000E+000	2.549162923366239E+002	2.5118766E+005	1.0891651E+002	2.4420650E+001	1.1162067E+002	-1.2637533E+001
2.000000000000000E+000	2.553512859306356E+002	1.9954350E+005	1.0839171E+002	2.6458467E+001	1.1157425E+002	-1.3717670E+001
2.000000000000000E+000	2.557852808845637E+002	1.5848613E+005	1.1262433E+002	2.8861362E+001	1.1626357E+002	-1.4373436E+001
2.000000000000000E+000	2.562192801852070E+002	1.2590930E+005	1.1608202E+002	3.1712547E+001	1.2033587E+002	-1.5279839E+001
2.000000000000000E+000	2.566532953791611E+002	1.0000371E+005	1.2026475E+002	3.5028355E+001	1.2526211E+002	-1.6238747E+001
2.000000000000000E+000	2.570882862264698E+002	7.9433273E+004	1.2496255E+002	3.8533939E+001	1.3076889E+002	-1.7137873E+001
2.000000000000000E+000	2.575222822471114E+002	6.3093824E+004	1.3041006E+002	4.2305454E+001	1.3710046E+002	-1.7973232E+001
2.000000000000000E+000	2.579562968276732E+002	5.0122477E+004	1.3657458E+002	4.6389080E+001	1.4423787E+002	-1.8760630E+001
2.000000000000000E+000	2.583902868749865E+002	3.9814059E+004	1.4353027E+002	5.0620258E+001	1.5219510E+002	-1.9426727E+001
2.000000000000000E+000	2.588252791356354E+002	3.1621139E+004	1.5148318E+002	5.5033329E+001	1.6117017E+002	-1.9965912E+001
2.000000000000000E+000	2.591193035496108E+002	2.5116910E+004	1.6266722E+002	5.9115707E+001	1.7307597E+002	-1.9971903E+001
2.000000000000000E+000	2.595532883169071E+002	1.9948785E+004	1.7226651E+002	6.3154156E+001	1.8347806E+002	-2.0133305E+001
2.000000000000000E+000	2.598472787841747E+002	1.5847683E+004	1.8294267E+002	6.6606483E+001	1.9469064E+002	-2.0005751E+001
2.000000000000000E+000	2.601412807714951E+002	1.2590930E+004	1.9537210E+002	6.9487541E+001	2.0736147E+002	-1.9578827E+001
2.000000000000000E+000	2.604352801187488E+002	1.0002226E+004	2.0969766E+002	7.1919090E+001	2.2168776E+002	-1.8930208E+001
2.000000000000000E+000	2.607708101080789E+002	7.9439990E+003	2.2205267E+002	7.3189896E+001	2.3380365E+002	-1.8242531E+001
2.000000000000000E+000	2.611673584468954E+002	6.3077339E+003	2.2984166E+002	7.4126526E+001	2.4149934E+002	-1.7875097E+001
2.000000000000000E+000	2.616365176692125E+002	5.0116040E+003	2.3785547E+002	7.3822891E+001	2.4904828E+002	-1.7242706E+001
2.000000000000000E+000	2.621045044114435E+002	3.9812744E+003	2.5649240E+002	7.2885010E+001	2.6664691E+002	-1.5863056E+001
2.000000000000000E+000	2.625715097936263E+002	3.1610117E+003	2.6617722E+002	7.0940781E+001	2.7546851E+002	-1.4923417E+001
2.000000000000000E+000	2.630385131758085E+002	2.5108032E+003	2.7758151E+002	6.8517014E+001	2.8591272E+002	-1.3865478E+001
2.000000000000000E+000	2.635054911979896E+002	1.9956388E+003	2.8286572E+002	6.5857750E+001	2.9043115E+002	-1.3106309E+001
2.000000000000000E+000	2.639724781268378E+002	1.5855074E+003	2.6828598E+002	6.2639946E+001	2.7550159E+002	-1.3142100E+001
2.000000000000000E+000	2.644407606823952E+002	1.2587913E+003	2.7725500E+002	5.8834469E+001	2.8342871E+002	-1.1980641E+001
2.000000000000000E+000	2.649064982245327E+002	1.0003202E+003	3.0974887E+002	5.5575733E+001	3.1469513E+002	-1.0171887E+001
2.000000000000000E+000	2.656287361521390E+002	7.9423785E+002	3.2798087E+002	5.2253063E+001	3.3211719E+002	-9.0521402E+000
2.000000000000000E+000	2.660942418808991E+002	6.3100964E+002	3.3314944E+002	4.8447899E+001	3.3665375E+002	-8.2741747E+000
2.000000000000000E+000	2.665619665697741E+002	5.0144418E+002	3.2459387E+002	4.5156582E+001	3.2771985E+002	-7.9199944E+000
2.000000000000000E+000	2.670315212587957E+002	3.9808914E+002	3.1696686E+002	4.1317524E+001	3.1964844E+002	-7.4267907E+000
2.000000000000000E+000	2.674977082409314E+002	3.1631589E+002	3.2390521E+002	3.7744740E+001	3.2609698E+002	-6.6467113E+000
2.000000000000000E+000	2.679627242096758E+002	2.5104433E+002	3.3263016E+002	3.4427773E+001	3.3440707E+002	-5.9091673E+000
2.000000000000000E+000	2.684300049518642E+002	1.9955299E+002	3.3651611E+002	3.2033127E+001	3.3803729E+002	-5.4376278E+000
2.000000000000000E+000	2.689025424143329E+002	1.5842841E+002	3.4128391E+002	2.9118347E+001	3.4252383E+002	-4.8766661E+000
2.000000000000000E+000	2.693672172363440E+002	1.2584567E+002	3.4423694E+002	2.6863825E+001	3.4528357E+002	-4.4622478E+000
2.000000000000000E+000	2.698345105652697E+002	1.0003201E+002	3.4751630E+002	2.5373913E+001	3.4844141E+002	-4.1760426E+000
2.000000000000000E+000	2.703050137875543E+002	7.9415512E+001	3.5040054E+002	2.3008202E+001	3.5115512E+002	-3.7567954E+000
2.000000000000000E+000	2.707856496237509E+002	6.3082298E+001	3.5393604E+002	2.0784851E+001	3.5454581E+002	-3.3608279E+000
2.000000000000000E+000	2.712519621525717E+002	5.0144421E+001	3.5666046E+002	2.0129692E+001	3.5722806E+002	-3.2303107E+000
2.000000000000000E+000	2.717215160148917E+002	3.9808914E+001	3.5921884E+002	1.8484873E+001	3.5969412E+002	-2.9457581E+000
2.000000000000000E+000	2.721672405959980E+002	3.1629555E+001	3.6172171E+002	1.8554222E+001	3.6219727E+002	-2.9363670E+000
2.000000000000000E+000	2.726327222181426E+002	2.5104433E+001	3.6448685E+002	1.8128910E+001	3.6493741E+002	-2.8474410E+000
2.000000000000000E+000	2.730999908270023E+002	1.9955299E+001	3.6701028E+002	1.7165134E+001	3.6741147E+002	-2.6777823E+000
2.000000000000000E+000	2.735457462615159E+002	1.5857577E+001	3.6835135E+002	1.6564829E+001	3.6872363E+002	-2.5748670E+000
2.000000000000000E+000	2.740926849275129E+002	1.2600809E+001	3.6862970E+002	1.6587912E+001	3.6900272E+002	-2.5765061E+000
2.000000000000000E+000	2.745585093763075E+002	1.0003201E+001	3.7131866E+002	1.7095501E+001	3.7171201E+002	-2.6360347E+000
2.000000000000000E+000	2.751345076170037E+002	7.9395323E+000	3.7363870E+002	1.6684732E+001	3.7401105E+002	-2.5568285E+000
2.000000000000000E+000	2.755160007284430E+002	6.3105812E+000	3.7542108E+002	1.8154667E+001	3.7585980E+002	-2.7685609E+000
2.000000000000000E+000	2.759849665640213E+002	5.0144420E+000	3.7730276E+002	1.8697163E+001	3.7776575E+002	-2.8369601E+000
2.000000000000000E+000	2.765599561646522E+002	3.9778516E+000	3.7864511E+002	2.0652588E+001	3.7920792E+002	-3.1220124E+000
2.000000000000000E+000	2.772670449982688E+002	3.1603963E+000	3.8159082E+002	2.2197067E+001	3.8223587E+002	-3.3291333E+000
2.000000000000000E+000	2.781435145865908E+002	2.5136747E+000	3.8340021E+002	2.4722393E+001	3.8419644E+002	-3.6894360E+000
2.000000000000000E+000	2.792365277851641E+002	1.9970603E+000	3.8548492E+002	2.7439243E+001	3.8646027E+002	-4.0715098E+000
2.000000000000000E+000	2.806029011833889E+002	1.5846856E+000	3.8772546E+002	3.1966127E+001	3.8904095E+002	-4.7131062E+000
2.000000000000000E+000	2.823108398778422E+002	1.2596742E+000	3.8950793E+002	3.6058556E+001	3.9117343E+002	-5.2890611E+000
2.000000000000000E+000	2.844489881127083E+002	1.0000639E+000	3.9267215E+002	4.2366604E+001	3.9495108E+002	-6.1579962E+000
2.000000000000000E+000	2.871309694667871E+002	7.9443753E-001	3.9487817E+002	5.0383896E+001	3.9807953E+002	-7.2712812E+000
2.000000000000000E+000	2.904964032532589E+002	6.3126212E-001	3.9785205E+002	5.9931747E+001	4.0234073E+002	-8.5665283E+000
2.000000000000000E+000	2.947267044142354E+002	5.0118679E-001	4.0203821E+002	7.0413284E+001	4.0815775E+002	-9.9340715E+000
2.000000000000000E+000	3.000461702935572E+002	3.9774463E-001	4.0751251E+002	8.6179855E+001	4.1652542E+002	-1.1940851E+001
2.000000000000000E+000	3.067276407442550E+002	3.1619310E-001	4.1969162E+002	1.0442062E+002	4.3248666E+002	-1.3971688E+001
2.000000000000000E+000	3.151303665032901E+002	2.5117347E-001	4.2474527E+002	1.2531808E+002	4.4284665E+002	-1.6438322E+001
2.000000000000000E+000	3.257072519123612E+002	1.9933917E-001	4.3406931E+002	1.5129291E+002	4.5967999E+002	-1.9215773E+001
2.000000000000000E+000	3.390022467305243E+002	1.5846856E-001	5.1037924E+002	2.2405995E+002	5.5739557E+002	-2.3701801E+001
2.000000000000000E+000	3.637238952647604E+002	1.2590654E-001	4.3899277E+002	2.2798846E+002	4.9466492E+002	-2.7444860E+001
2.000000000000000E+000	3.847938840255083E+002	9.9904090E-002	4.5568790E+002	2.7908929E+002	5.3436157E+002	-3.1485683E+001
3.000000000000000E+000	5.064980884616089E+002	1.0000186E+006	7.0594521E+001	2.0334648E+001	7.3464851E+001	-1.6068968E+001
3.000000000000000E+000	5.069320897355501E+002	7.9433269E+005	7.0713531E+001	1.9359087E+001	7.3315605E+001	-1.5310593E+001
3.000000000000000E+000	5.073670848761976E+002	6.3095681E+005	7.3539886E+001	1.9847961E+001	7.6171234E+001	-1.5103905E+001
3.000000000000000E+000	5.078020808701694E+002	5.0120622E+005	7.6788734E+001	2.0844296E+001	7.9567543E+001	-1.5186976E+001
3.000000000000000E+000	5.080960819241882E+002	3.9810347E+005	7.9720551E+001	2.2241846E+001	8.2765121E+001	-1.5588978E+001
3.000000000000000E+000	5.085300979447493E+002	3.1622997E+005	8.2609955E+001	2.3714890E+001	8.5946495E+001	-1.6017218E+001
3.000000000000000E+000	5.089640807654068E+002	2.5118766E+005	8.5471245E+001	2.5584482E+001	8.9218269E+001	-1.6664249E+001
3.000000000000000E+000	5.093990979060472E+002	1.9954350E+005	8.8505157E+001	2.7773743E+001	9.2760681E+001	-1.7422342E+001
3.000000000000000E+000	5.098330937133578E+002	1.5848613E+005	9.1817276E+001	3.0408575E+001	9.6721733E+001	-1.8324135E+001
3.000000000000000E+000	5.102670929072483E+002	1.2590930E+005	9.5647461E+001	3.3472919E+001	1.0133545E+002	-1.9288076E+001
3.000000000000000E+000	5.107010883945331E+002	1.0000371E+005	9.9981964E+001	3.6996857E+001	1.0660751E+002	-2.0306253E+001
3.000000000000000E+000	5.111350815884944E+002	7.9433273E+004	1.0486330E+002	4.0845055E+001	1.1253725E+002	-2.1281292E+001
3.000000000000000E+000	5.115690986491099E+002	6.3093824E+004	1.1054876E+002	4.5017971E+001	1.1936350E+002	-2.2157272E+001
3.000000000000000E+000	5.120031031497347E+002	5.0122477E+004	1.1703963E+002	4.9461601E+001	1.2706190E+002	-2.2909191E+001
3.000000000000000E+000	5.124370974103513E+002	3.9814059E+004	1.2440009E+002	5.4111305E+001	1.3565919E+002	-2.3507980E+001
3.000000000000000E+000	5.128710910576337E+002	3.1621139E+004	1.3267342E+002	5.8788521E+001	1.4511487E+002	-2.3898468E+001
3.000000000000000E+000	5.131651050449291E+002	2.5116910E+004	1.4194850E+002	6.3460831E+001	1.5548843E+002	-2.4087957E+001
3.000000000000000E+000	5.136000956789067E+002	1.9948785E+004	1.5217838E+002	6.7837563E+001	1.6661391E+002	-2.4026194E+001
3.000000000000000E+000	5.138940960662148E+002	1.5847683E+004	1.6337502E+002	7.1815964E+001	1.7846268E+002	-2.3729206E+001
3.000000000000000E+000	5.141880906935257E+002	1.2590930E+004	1.7563858E+002	7.5379684E+001	1.9113086E+002	-2.3227800E+001
3.000000000000000E+000	5.144820838274609E+002	1.0002226E+004	1.8819588E+002	7.8046768E+001	2.0373755E+002	-2.2524288E+001
3.000000000000000E+000	5.148166245900502E+002	7.9439990E+003	2.0163345E+002	7.9984138E+001	2.1691821E+002	-2.1637283E+001
3.000000000000000E+000	5.152131374621822E+002	6.3077339E+003	2.1526532E+002	8.1074577E+001	2.3002661E+002	-2.0637693E+001
3.000000000000000E+000	5.156823025778722E+002	5.0116040E+003	2.2894695E+002	8.0974808E+001	2.4284485E+002	-1.9477859E+001
3.000000000000000E+000	5.161493118000508E+002	3.9812744E+003	2.4258650E+002	8.0227829E+001	2.5550874E+002	-1.8300003E+001
3.000000000000000E+000	5.166162743288951E+002	3.1610117E+003	2.5620447E+002	7.8766609E+001	2.6803900E+002	-1.7089340E+001
3.000000000000000E+000	5.170833018444100E+002	2.5108032E+003	2.6877417E+002	7.6366158E+001	2.7941251E+002	-1.5861311E+001
3.000000000000000E+000	5.175502771732572E+002	1.9956388E+003	2.8095621E+002	7.3516830E+001	2.9041541E+002	-1.4663619E+001
3.000000000000000E+000	5.180173021554438E+002	1.5855074E+003	2.9226242E+002	7.0356064E+001	3.0061154E+002	-1.3535225E+001
3.000000000000000E+000	5.184845705509360E+002	1.2587913E+003	3.0307571E+002	6.6346184E+001	3.1025266E+002	-1.2347814E+001
3.000000000000000E+000	5.189503051064239E+002	1.0003202E+003	3.1286746E+002	6.2870754E+001	3.1912189E+002	-1.1362267E+001
3.000000000000000E+000	5.196725530607218E+002	7.9423785E+002	3.2138763E+002	5.8772148E+001	3.2671729E+002	-1.0363171E+001
3.000000000000000E+000	5.201380535894714E+002	6.3100964E+002	3.3035623E+002	5.4471432E+001	3.3481693E+002	-9.3630791E+000
3.000000000000000E+000	5.206048078516324E+002	5.0144418E+002	3.3786017E+002	5.0804493E+001	3.4165860E+002	-8.5515738E+000
3.000000000000000E+000	5.210743105939764E+002	3.9808914E+002	3.4485962E+002	4.7481884E+001	3.4811304E+002	-7.8394604E+000
3.000000000000000E+000	5.215395525360655E+002	3.1631589E+002	3.5104770E+002	4.3079948E+001	3.5368118E+002	-6.9962549E+000
3.000000000000000E+000	5.220045304248051E+002	2.5104433E+002	3.5682281E+002	4.0141724E+001	3.5907364E+002	-6.4186530E+000
3.000000000000000E+000	5.224718065536290E+002	1.9955299E+002	3.6219144E+002	3.6847179E+001	3.6406091E+002	-5.8089428E+000
3.000000000000000E+000	5.229433463894093E+002	1.5842841E+002	3.6609595E+002	3.4347736E+001	3.6770370E+002	-5.3598957E+000
3.000000000000000E+000	5.234080227847735E+002	1.2584567E+002	3.7126367E+002	3.1986996E+001	3.7263907E+002	-4.9242768E+000
3.000000000000000E+000	5.238752787003468E+002	1.0003201E+002	3.7462946E+002	2.8736397E+001	3.7572998E+002	-4.3863511E+000
3.000000000000000E+000	5.243458298426413E+002	7.9415512E+001	3.7857968E+002	2.6677782E+001	3.7951849E+002	-4.0308599E+000
3.000000000000000E+000	5.248264209321787E+002	6.3082298E+001	3.8117828E+002	2.4692556E+001	3.8197723E+002	-3.7064159E+000
3.000000000000000E+000	5.252927662609436E+002	5.0144421E+001	3.8428333E+002	2.2856426E+001	3.8496246E+002	-3.4038317E+000
3.000000000000000E+000	5.257623358833080E+002	3.9808914E+001	3.8773065E+002	2.1590921E+001	3.8833133E+002	-3.1872447E+000
3.000000000000000E+000	5.262090677711240E+002	3.1629555E+001	3.9035956E+002	2.0166758E+001	3.9088013E+002	-2.9573858E+000
3.000000000000000E+000	5.266745238999429E+002	2.5104433E+001	3.9191418E+002	1.8196234E+001	3.9233636E+002	-2.6582839E+000
3.000000000000000E+000	5.271418039488199E+002	1.9955299E+001	3.9373523E+002	1.8799799E+001	3.9418381E+002	-2.7336433E+000
3.000000000000000E+000	5.275875466633297E+002	1.5857577E+001	3.9617297E+002	1.8451283E+001	3.9660242E+002	-2.6665554E+000
3.000000000000000E+000	5.281344839426456E+002	1.2600809E+001	3.9912552E+002	1.8503738E+001	3.9955420E+002	-2.6543720E+000
3.000000000000000E+000	5.286002822047740E+002	1.0003201E+001	4.0110315E+002	1.8128515E+001	4.0151260E+002	-2.5878158E+000
3.000000000000000E+000	5.291753249787507E+002	7.9395323E+000	4.0258942E+002	1.8969625E+001	4.0303607E+002	-2.6977267E+000
3.000000000000000E+000	5.295568184101430E+002	6.3105812E+000	4.0392331E+002	1.9079548E+001	4.0437369E+002	-2.7043886E+000
3.000000000000000E+000	5.300257862457947E+002	5.0144420E+000	4.0671115E+002	2.0479961E+001	4.0722647E+002	-2.8826971E+000
3.000000000000000E+000	5.306007596330892E+002	3.9778516E+000	4.0880389E+002	2.1379353E+001	4.0936255E+002	-2.9936891E+000
3.000000000000000E+000	5.313078410533199E+002	3.1603963E+000	4.1084601E+002	2.3144377E+001	4.1149741E+002	-3.2242615E+000
3.000000000000000E+000	5.321843534149957E+002	2.5136747E+000	4.1320364E+002	2.5533043E+001	4.1399176E+002	-3.5359752E+000
3.000000000000000E+000	5.332772884535880E+002	1.9970603E+000	4.1468002E+002	2.9341825E+001	4.1571680E+002	-4.0473752E+000
3.000000000000000E+000	5.346436835851346E+002	1.5846856E+000	4.1680109E+002	3.2902424E+001	4.1809775E+002	-4.5135889E+000
3.000000000000000E+000	5.363516269195825E+002	1.2596742E+000	4.2014120E+002	3.7884449E+001	4.2184579E+002	-5.1524692E+000
3.000000000000000E+000	5.384897787544469E+002	1.0000639E+000	4.2150629E+002	4.4146046E+001	4.2381177E+002	-5.9790192E+000
3.000000000000000E+000	5.411717642951699E+002	7.9443753E-001	4.2467419E+002	5.1080936E+001	4.2773523E+002	-6.8587375E+000
