cycle number	time/s	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	
9.600000000000000E+001	1.273783558161824E+004	6.3095681E+005	7.9322815E+002	1.3125397E+003	1.5336138E+003	-5.8853500E+001
9.600000000000000E+001	1.273826957014552E+004	5.0120622E+005	9.2392371E+002	1.4444342E+003	1.7146501E+003	-5.7395226E+001
9.600000000000000E+001	1.273870355989947E+004	3.9810347E+005	1.0977188E+003	1.6074174E+003	1.9464781E+003	-5.5670506E+001
9.600000000000000E+001	1.273913758149341E+004	3.1622997E+005	1.2999407E+003	1.7509406E+003	2.1807427E+003	-5.3408913E+001
9.600000000000000E+001	1.273957157162071E+004	2.5118766E+005	1.5000397E+003	1.9426658E+003	2.4543979E+003	-5.2326283E+001
9.600000000000000E+001	1.274000555636128E+004	1.9954350E+005	1.8009700E+003	2.2369888E+003	2.8718655E+003	-5.1162918E+001
9.600000000000000E+001	1.274043957544857E+004	1.5848613E+005	2.1819993E+003	2.3715088E+003	3.2226038E+003	-4.7383179E+001
9.600000000000000E+001	1.274087356330920E+004	1.2590930E+005	2.4348269E+003	2.6717522E+003	3.6147810E+003	-4.7656395E+001
9.600000000000000E+001	1.274130757738312E+004	1.0000371E+005	2.7441328E+003	2.9146323E+003	4.0031670E+003	-4.6725807E+001
9.600000000000000E+001	1.274174156583042E+004	7.9433273E+004	9.0530383E+002	1.9090702E+003	2.1128474E+003	-6.4629135E+001
9.600000000000000E+001	1.274217555585102E+004	6.3093824E+004	3.2588708E+003	3.2863977E+003	4.6282446E+003	-4.5240963E+001
9.600000000000000E+001	1.274292155596649E+004	5.0122477E+004	4.1302524E+003	3.8172510E+003	5.6240903E+003	-4.2744648E+001
9.600000000000000E+001	1.274335557364044E+004	3.9814059E+004	4.5195845E+003	4.3564873E+003	6.2773901E+003	-4.3947311E+001
9.600000000000000E+001	1.274378957310104E+004	3.1621139E+004	5.2810977E+003	4.6011987E+003	7.0043574E+003	-4.1064270E+001
9.600000000000000E+001	1.274422455922834E+004	2.5116910E+004	6.2220239E+003	5.0443481E+003	8.0099331E+003	-3.9032532E+001
9.600000000000000E+001	1.274465857732896E+004	1.9948785E+004	6.3058652E+003	5.5292720E+003	8.3867031E+003	-4.1245770E+001
9.600000000000000E+001	1.274495257422293E+004	1.5847683E+004	7.0167246E+003	6.2289409E+003	9.3826504E+003	-4.1596355E+001
9.600000000000000E+001	1.274538655917690E+004	1.2590930E+004	8.0711841E+003	6.7825522E+003	1.0542629E+004	-4.0041737E+001
9.600000000000000E+001	1.274568156873755E+004	1.0002226E+004	8.8179014E+003	7.2859102E+003	1.1438525E+004	-3.9565681E+001
9.600000000000000E+001	1.274601610168681E+004	7.9439990E+003	9.4822793E+003	8.9030010E+003	1.3006808E+004	-4.3195339E+001
9.600000000000000E+001	1.274641363263899E+004	6.3077339E+003	1.0585927E+004	8.7414141E+003	1.3728590E+004	-3.9548466E+001
9.600000000000000E+001	1.274688279212800E+004	5.0116040E+003	1.2240653E+004	1.0595283E+004	1.6189306E+004	-4.0878860E+001
9.600000000000000E+001	1.274734976423018E+004	3.9812744E+003	1.2244254E+004	1.0773648E+004	1.6309300E+004	-4.1344360E+001
9.600000000000000E+001	1.274781677478569E+004	3.1610117E+003	1.3276025E+004	1.1978146E+004	1.7880963E+004	-4.2058006E+001
9.600000000000000E+001	1.274828377456788E+004	2.5108032E+003	1.9245193E+004	1.2159208E+004	2.2764529E+004	-3.2284901E+001
9.600000000000000E+001	1.274875074843006E+004	1.9956388E+003	1.3702550E+004	1.5408121E+004	2.0619652E+004	-4.8353081E+001
9.600000000000000E+001	1.274921879503896E+004	1.5855074E+003	2.5596125E+004	4.6495981E+003	2.6015004E+004	-1.0295653E+001
9.600000000000000E+001	1.274968701988785E+004	1.2587913E+003	7.7972881E+003	1.1472510E+004	1.3871416E+004	-5.5798023E+001
9.600000000000000E+001	1.275015275382999E+004	1.0003202E+003	2.2911740E+004	-4.1143945E+003	2.3278232E+004	1.0180431E+001
9.700000000000000E+001	1.287167137564922E+004	1.0000186E+006	5.4466980E+002	1.2897759E+003	1.4000668E+003	-6.7105759E+001
9.700000000000000E+001	1.287286736722599E+004	7.9433269E+005	5.4781775E+002	-5.2121423E+002	7.5615381E+002	4.3574451E+001
9.700000000000000E+001	1.287330135940661E+004	6.3095681E+005	8.0364502E+002	1.2988944E+003	1.5274070E+003	-5.8254314E+001
9.700000000000000E+001	1.287373535830725E+004	5.0120622E+005	9.7576648E+002	1.4360530E+003	1.7361936E+003	-5.5804752E+001
9.700000000000000E+001	1.287416937763453E+004	3.9810347E+005	1.0782560E+003	1.5869121E+003	1.9185740E+003	-5.5805145E+001
9.700000000000000E+001	1.287460436429520E+004	3.1622997E+005	1.3142791E+003	1.8138383E+003	2.2399417E+003	-5.4073498E+001
9.700000000000000E+001	1.287503837839578E+004	2.5118766E+005	1.4873145E+003	1.9668228E+003	2.4658662E+003	-5.2903370E+001
9.700000000000000E+001	1.287547336329648E+004	1.9954350E+005	1.7420748E+003	2.1302297E+003	2.7518545E+003	-5.0724133E+001
9.700000000000000E+001	1.287590837987710E+004	1.5848613E+005	2.2108816E+003	2.3867546E+003	3.2533975E+003	-4.7190662E+001
9.700000000000000E+001	1.287634235944442E+004	1.2590930E+005	2.3549971E+003	2.6899102E+003	3.5751404E+003	-4.8798084E+001
9.700000000000000E+001	1.287677636578499E+004	1.0000371E+005	2.7990781E+003	2.9104055E+003	4.0379819E+003	-4.6117050E+001
9.700000000000000E+001	1.287780137834034E+004	7.9433273E+004	2.5505361E+003	3.8447600E+003	4.6138286E+003	-5.6440510E+001
9.700000000000000E+001	1.287823536609433E+004	6.3093824E+004	3.9978352E+003	3.4417749E+003	5.2752725E+003	-4.0725479E+001
9.700000000000000E+001	1.287866935966158E+004	5.0122477E+004	4.0573716E+003	3.7107729E+003	5.4983726E+003	-4.2445274E+001
9.700000000000000E+001	1.287910335853556E+004	3.9814059E+004	4.6018276E+003	4.2172197E+003	6.2419355E+003	-4.2502853E+001
9.700000000000000E+001	1.287953737084946E+004	3.1621139E+004	5.2416060E+003	4.6933979E+003	7.0357954E+003	-4.1841652E+001
9.700000000000000E+001	1.287997136564343E+004	2.5116910E+004	5.2511211E+003	4.7900327E+003	7.1076499E+003	-4.2370834E+001
9.700000000000000E+001	1.288040537638403E+004	1.9948785E+004	6.5462349E+003	5.5846079E+003	8.6047100E+003	-4.0467571E+001
9.700000000000000E+001	1.288069936375803E+004	1.5847683E+004	7.0654233E+003	5.9370903E+003	9.2287188E+003	-4.0040405E+001
9.700000000000000E+001	1.288113336212531E+004	1.2590930E+004	8.1179058E+003	6.9220811E+003	1.0668439E+004	-4.0453995E+001
9.700000000000000E+001	1.288142737445928E+004	1.0002226E+004	8.7485586E+003	7.6095400E+003	1.1594929E+004	-4.1016911E+001
9.700000000000000E+001	1.288176188511518E+004	7.9439990E+003	9.4291396E+003	7.7752427E+003	1.2221419E+004	-3.9508900E+001
9.700000000000000E+001	1.288215943822736E+004	6.3077339E+003	1.0847771E+004	9.4355625E+003	1.4377203E+004	-4.1017262E+001
9.700000000000000E+001	1.288262758078298E+004	5.0116040E+003	1.2317374E+004	1.0777660E+004	1.6366907E+004	-4.1185814E+001
9.700000000000000E+001	1.288309458643183E+004	3.9812744E+003	1.3499256E+004	1.1504822E+004	1.7736709E+004	-4.0439499E+001
9.700000000000000E+001	1.288356156114734E+004	3.1610117E+003	1.3679208E+004	1.3190834E+004	1.9003127E+004	-4.3958740E+001
9.700000000000000E+001	1.288402958364956E+004	2.5108032E+003	1.8048912E+004	1.1669303E+004	2.1492693E+004	-3.2884193E+001
9.700000000000000E+001	1.288449754759180E+004	1.9956388E+003	1.5301329E+004	1.3705715E+004	2.0542086E+004	-4.1851460E+001
9.700000000000000E+001	1.288496454646732E+004	1.5855074E+003	1.8095291E+004	1.2898658E+004	2.2221947E+004	-3.5481976E+001
9.700000000000000E+001	1.288543280214287E+004	1.2587913E+003	-8.2653516E+003	-3.3505750E+003	8.9186543E+003	1.5793355E+002
9.700000000000000E+001	1.288589857352502E+004	1.0003202E+003	9.9965830E+003	-6.0545517E+001	9.9967666E+003	3.4701458E-001
9.800000000000000E+001	1.300741816723754E+004	1.0000186E+006	6.8588025E+002	1.4136073E+003	1.5712152E+003	-6.4117401E+001
9.800000000000000E+001	1.300785317869822E+004	7.9433269E+005	6.6182495E+002	1.2428488E+003	1.4080786E+003	-6.1964413E+001
9.800000000000000E+001	1.300828716074547E+004	6.3095681E+005	8.1779010E+002	1.3203370E+003	1.5530842E+003	-5.8226761E+001
9.800000000000000E+001	1.300872117260611E+004	5.0120622E+005	8.8034503E+002	1.4138273E+003	1.6655074E+003	-5.8090801E+001
9.800000000000000E+001	1.300915515806671E+004	3.9810347E+005	1.0811868E+003	1.5712924E+003	1.9073344E+003	-5.5468620E+001
9.800000000000000E+001	1.300959017054073E+004	3.1622997E+005	1.2629037E+003	1.8099756E+003	2.2070200E+003	-5.5094738E+001
9.800000000000000E+001	1.301002416245465E+004	2.5118766E+005	1.5354674E+003	2.0247518E+003	2.5411179E+003	-5.2825195E+001
9.800000000000000E+001	1.301045816130191E+004	1.9954350E+005	1.7738796E+003	2.1539565E+003	2.7903723E+003	-5.0527016E+001
9.800000000000000E+001	1.301089216676255E+004	1.5848613E+005	2.2090720E+003	2.4055815E+003	3.2660100E+003	-4.7438400E+001
9.800000000000000E+001	1.301132717667654E+004	1.2590930E+005	2.6149570E+003	2.7562070E+003	3.7992996E+003	-4.6506405E+001
9.800000000000000E+001	1.301176116059051E+004	1.0000371E+005	2.8483672E+003	2.9517961E+003	4.1019868E+003	-4.6021591E+001
9.800000000000000E+001	1.301219517933112E+004	7.9433273E+004	3.0105654E+003	3.0493584E+003	4.2851011E+003	-4.5366779E+001
9.800000000000000E+001	1.301262916228507E+004	6.3093824E+004	3.7764583E+003	3.2723740E+003	4.9970059E+003	-4.0909561E+001
9.800000000000000E+001	1.301337416912045E+004	5.0122477E+004	4.1879897E+003	3.8102515E+003	5.6619146E+003	-4.2296062E+001
9.800000000000000E+001	1.301380816399440E+004	3.9814059E+004	4.5730552E+003	4.2009692E+003	6.2097485E+003	-4.2571674E+001
9.800000000000000E+001	1.301424217718834E+004	3.1621139E+004	5.1958823E+003	4.4965059E+003	6.8713726E+003	-4.0872845E+001
9.800000000000000E+001	1.301467617214227E+004	2.5116910E+004	5.5063833E+003	5.1636343E+003	7.5487334E+003	-4.3160141E+001
9.800000000000000E+001	1.301511016288289E+004	1.9948785E+004	6.3328203E+003	5.6285942E+003	8.4726436E+003	-4.1630611E+001
9.800000000000000E+001	1.301540416039020E+004	1.5847683E+004	7.1883198E+003	6.0829331E+003	9.4166885E+003	-4.0238720E+001
9.800000000000000E+001	1.301583816009079E+004	1.2590930E+004	7.8076968E+003	6.8707471E+003	1.0400351E+004	-4.1347672E+001
9.800000000000000E+001	1.301613317391818E+004	1.0002226E+004	9.0554063E+003	7.8192920E+003	1.1964185E+004	-4.0810421E+001
9.800000000000000E+001	1.301646767108073E+004	7.9439990E+003	9.8282998E+003	8.4079531E+003	1.2934030E+004	-4.0546459E+001
9.800000000000000E+001	1.301686423256621E+004	6.3077339E+003	1.0151488E+004	8.8701143E+003	1.3480788E+004	-4.1146141E+001
9.800000000000000E+001	1.301733334517523E+004	5.0116040E+003	1.0904354E+004	9.6479971E+003	1.4559835E+004	-4.1501881E+001
9.800000000000000E+001	1.301780039293075E+004	3.9812744E+003	9.6152959E+003	8.5537305E+003	1.2869353E+004	-4.1656170E+001
9.800000000000000E+001	1.301826736641958E+004	3.1610117E+003	1.4013028E+004	1.1493090E+004	1.8123357E+004	-3.9357635E+001
9.800000000000000E+001	1.301873436433508E+004	2.5108032E+003	1.5274800E+004	1.3196625E+004	2.0185896E+004	-4.0825294E+001
9.800000000000000E+001	1.301920135865061E+004	1.9956388E+003	1.7910385E+004	1.6677227E+004	2.4472674E+004	-4.2958088E+001
9.800000000000000E+001	1.301966836013945E+004	1.5855074E+003	1.8818117E+004	1.6299075E+004	2.4895408E+004	-4.0897060E+001
9.800000000000000E+001	1.302013663904168E+004	1.2587913E+003	2.2560170E+004	1.7360297E+004	2.8466492E+004	-3.7578674E+001
9.800000000000000E+001	1.302085639243588E+004	1.0003202E+003	2.4749301E+004	2.1462631E+004	3.2759311E+004	-4.0931881E+001
9.900000000000000E+001	1.314237597033510E+004	1.0000186E+006	5.9224036E+002	1.4109023E+003	1.5301615E+003	-6.7229286E+001
9.900000000000000E+001	1.314280995755567E+004	7.9433269E+005	6.7502783E+002	1.2533837E+003	1.4235986E+003	-6.1694675E+001
9.900000000000000E+001	1.314324396746967E+004	6.3095681E+005	8.2269922E+002	1.3011942E+003	1.5394611E+003	-5.7696274E+001
9.900000000000000E+001	1.314367796063691E+004	5.0120622E+005	9.8977985E+002	1.4088561E+003	1.7217838E+003	-5.4910366E+001
9.900000000000000E+001	1.314411297103093E+004	3.9810347E+005	1.1240900E+003	1.6233751E+003	1.9745696E+003	-5.5299717E+001
9.900000000000000E+001	1.314454695870489E+004	3.1622997E+005	1.2851912E+003	1.7931892E+003	2.2061831E+003	-5.4370571E+001
9.900000000000000E+001	1.314498196885886E+004	2.5118766E+005	1.5401981E+003	2.0123964E+003	2.5341565E+003	-5.2571175E+001
9.900000000000000E+001	1.314541596722614E+004	1.9954350E+005	1.9561760E+003	2.5077483E+003	3.1804758E+003	-5.2043888E+001
9.900000000000000E+001	1.314584995767340E+004	1.5848613E+005	2.2701946E+003	2.5151846E+003	3.3882056E+003	-4.7930729E+001
9.900000000000000E+001	1.314628497233411E+004	1.2590930E+005	2.5763779E+003	2.7757288E+003	3.7871353E+003	-4.7133118E+001
9.900000000000000E+001	1.314671895408805E+004	1.0000371E+005	2.7772847E+003	2.8914883E+003	4.0092412E+003	-4.6154129E+001
9.900000000000000E+001	1.314715297816199E+004	7.9433273E+004	3.2758428E+003	3.2029712E+003	4.5815029E+003	-4.4355583E+001
9.900000000000000E+001	1.314758697044925E+004	6.3093824E+004	3.4612134E+003	3.2926814E+003	4.7772114E+003	-4.3570576E+001
9.900000000000000E+001	1.314833197525796E+004	5.0122477E+004	4.0770537E+003	3.8834729E+003	5.6306064E+003	-4.3606979E+001
9.900000000000000E+001	1.314876596581191E+004	3.9814059E+004	4.5734580E+003	4.1651064E+003	6.1858413E+003	-4.2324524E+001
9.900000000000000E+001	1.314919995969918E+004	3.1621139E+004	5.1852808E+003	4.6091992E+003	6.9377124E+003	-4.1633915E+001
9.900000000000000E+001	1.314963397163979E+004	2.5116910E+004	5.9830562E+003	5.3323604E+003	8.0144263E+003	-4.1708817E+001
9.900000000000000E+001	1.315006797182042E+004	1.9948785E+004	6.3574053E+003	5.6803330E+003	8.5254199E+003	-4.1780746E+001
9.900000000000000E+001	1.315036295420775E+004	1.5847683E+004	7.0911450E+003	6.2564321E+003	9.4565996E+003	-4.1421574E+001
9.900000000000000E+001	1.315079796484177E+004	1.2590930E+004	8.4316426E+003	6.8231313E+003	1.0846554E+004	-3.8980793E+001
9.900000000000000E+001	1.315109297074913E+004	1.0002226E+004	8.7108516E+003	7.8539814E+003	1.1728767E+004	-4.2038826E+001
9.900000000000000E+001	1.315142847967177E+004	7.9439990E+003	9.3320029E+003	8.5562334E+003	1.2660782E+004	-4.2516777E+001
9.900000000000000E+001	1.315182502233057E+004	6.3077339E+003	1.0941228E+004	1.0444610E+004	1.5126147E+004	-4.3669731E+001
9.900000000000000E+001	1.315229417581955E+004	5.0116040E+003	1.0909611E+004	1.0287827E+004	1.4995300E+004	-4.3319824E+001
9.900000000000000E+001	1.315276117736174E+004	3.9812744E+003	4.2031226E+003	5.5702363E+003	6.9780923E+003	-5.2962959E+001
9.900000000000000E+001	1.315322917733062E+004	3.1610117E+003	1.5684762E+004	1.4901328E+004	2.1634725E+004	-4.3532742E+001
9.900000000000000E+001	1.315369715524619E+004	2.5108032E+003	1.6476594E+004	1.3886715E+004	2.1548063E+004	-4.0124680E+001
9.900000000000000E+001	1.315416415561504E+004	1.9956388E+003	1.8885609E+004	1.4431341E+004	2.3768252E+004	-3.7385067E+001
9.900000000000000E+001	1.315463115649056E+004	1.5855074E+003	1.8722701E+004	1.7771121E+004	2.5813801E+004	-4.3506344E+001
9.900000000000000E+001	1.315509943595278E+004	1.2587913E+003	2.4143148E+004	1.6460980E+004	2.9220807E+004	-3.4286461E+001
9.900000000000000E+001	1.315581914625365E+004	1.0003202E+003	2.4690473E+004	2.1681852E+004	3.2859125E+004	-4.1287872E+001
1.000000000000000E+002	1.327733777665952E+004	1.0000186E+006	6.3033636E+002	1.1954487E+003	1.3514517E+003	-6.2198208E+001
1.000000000000000E+002	1.327777276961354E+004	7.9433269E+005	6.8402936E+002	1.2636709E+003	1.4369274E+003	-6.1573166E+001
1.000000000000000E+002	1.327820676211413E+004	6.3095681E+005	8.0347308E+002	1.3122654E+003	1.5387039E+003	-5.8521725E+001
1.000000000000000E+002	1.327864076168142E+004	5.0120622E+005	9.2787115E+002	1.3619189E+003	1.6479587E+003	-5.5733517E+001
1.000000000000000E+002	1.327907575303543E+004	3.9810347E+005	1.0763389E+003	1.6107827E+003	1.9372987E+003	-5.6248814E+001
1.000000000000000E+002	1.327950976430939E+004	3.1622997E+005	1.2251985E+003	1.7985812E+003	2.1762366E+003	-5.5737198E+001
1.000000000000000E+002	1.327994377406331E+004	2.5118766E+005	1.5161835E+003	2.0200942E+003	2.5257856E+003	-5.3109909E+001
1.000000000000000E+002	1.328037776565726E+004	1.9954350E+005	1.7454878E+003	2.4699395E+003	3.0244551E+003	-5.4751434E+001
1.000000000000000E+002	1.328081175351789E+004	1.5848613E+005	2.1107358E+003	2.1916379E+003	3.0427754E+003	-4.6077267E+001
1.000000000000000E+002	1.328124577751179E+004	1.2590930E+005	2.3065903E+003	2.7034922E+003	3.5537627E+003	-4.9529549E+001
1.000000000000000E+002	1.328167976406578E+004	1.0000371E+005	2.8941926E+003	2.7944229E+003	4.0230771E+003	-4.3995224E+001
1.000000000000000E+002	1.328211377640639E+004	7.9433273E+004	3.1970264E+003	3.1581836E+003	4.4938960E+003	-4.4649815E+001
1.000000000000000E+002	1.328285976316180E+004	6.3093824E+004	3.4583171E+003	3.8428081E+003	5.1698291E+003	-4.8014519E+001
1.000000000000000E+002	1.328329375694244E+004	5.0122477E+004	4.0172876E+003	3.9639905E+003	5.6437417E+003	-4.4617397E+001
1.000000000000000E+002	1.328372775882971E+004	3.9814059E+004	4.7158042E+003	4.1814736E+003	6.3026606E+003	-4.1563202E+001
1.000000000000000E+002	1.328416277647705E+004	3.1621139E+004	5.2447700E+003	4.7580781E+003	7.0814487E+003	-4.2214451E+001
1.000000000000000E+002	1.328459777881770E+004	2.5116910E+004	5.7731050E+003	5.3259199E+003	7.8545635E+003	-4.2692772E+001
1.000000000000000E+002	1.328503177566500E+004	1.9948785E+004	6.4320435E+003	5.5399829E+003	8.4889688E+003	-4.0738647E+001
1.000000000000000E+002	1.328532675578567E+004	1.5847683E+004	7.1168247E+003	6.1238877E+003	9.3888867E+003	-4.0711346E+001
1.000000000000000E+002	1.328576077732624E+004	1.2590930E+004	7.7976050E+003	6.8596997E+003	1.0385477E+004	-4.1338696E+001
1.000000000000000E+002	1.328605477110023E+004	1.0002226E+004	9.1695479E+003	7.0062798E+003	1.1539868E+004	-3.7382771E+001
1.000000000000000E+002	1.328638928223617E+004	7.9439990E+003	9.5375400E+003	8.4853066E+003	1.2765778E+004	-4.1658676E+001
1.000000000000000E+002	1.328678683393501E+004	6.3077339E+003	1.0143704E+004	8.7554346E+003	1.3399715E+004	-4.0798782E+001
1.000000000000000E+002	1.328725599227734E+004	5.0116040E+003	1.1411623E+004	1.1149522E+004	1.5954216E+004	-4.4334408E+001
1.000000000000000E+002	1.328861394447519E+004	3.9812744E+003	5.2517524E+003	7.4859448E+003	9.1444121E+003	-5.4948483E+001
1.000000000000000E+002	1.328908094708402E+004	3.1610117E+003	1.3831366E+004	1.1906269E+004	1.8250094E+004	-4.0722416E+001
1.000000000000000E+002	1.328954796281287E+004	2.5108032E+003	1.7431793E+004	1.3267564E+004	2.1906521E+004	-3.7275234E+001
1.000000000000000E+002	1.329001496491506E+004	1.9956388E+003	1.6953471E+004	1.5115725E+004	2.2713549E+004	-4.1720215E+001
1.000000000000000E+002	1.329048196515057E+004	1.5855074E+003	1.9568367E+004	1.6350597E+004	2.5500256E+004	-3.9880871E+001
1.000000000000000E+002	1.329095121586617E+004	1.2587913E+003	1.9768402E+004	1.9032998E+004	2.7441660E+004	-4.3914204E+001
1.000000000000000E+002	1.329167195043375E+004	1.0003202E+003	2.4908494E+004	2.1727020E+004	3.3052934E+004	-4.1097332E+001
1.010000000000000E+002	1.341319055819960E+004	1.0000186E+006	5.9359302E+002	1.3663163E+003	1.4896888E+003	-6.6517570E+001
1.010000000000000E+002	1.341362456304685E+004	7.9433269E+005	6.5321692E+002	1.2385822E+003	1.4002778E+003	-6.2193245E+001
1.010000000000000E+002	1.341405857362750E+004	6.3095681E+005	8.0481445E+002	1.3201082E+003	1.5460957E+003	-5.8631096E+001
1.010000000000000E+002	1.341449256356811E+004	5.0120622E+005	9.2995721E+002	1.4584274E+003	1.7296909E+003	-5.7476631E+001
1.010000000000000E+002	1.341492655577534E+004	3.9810347E+005	1.0926696E+003	1.6454127E+003	1.9751733E+003	-5.6413044E+001
1.010000000000000E+002	1.341536056299601E+004	3.1622997E+005	1.3535012E+003	1.7636399E+003	2.2231489E+003	-5.2495647E+001
1.010000000000000E+002	1.341579557021667E+004	2.5118766E+005	1.5808771E+003	2.0088203E+003	2.5562729E+003	-5.1798389E+001
1.010000000000000E+002	1.341622956805059E+004	1.9954350E+005	2.4403757E+003	1.5850991E+003	2.9099783E+003	-3.3004963E+001
1.010000000000000E+002	1.341666455916461E+004	1.5848613E+005	2.0868035E+003	2.4545229E+003	3.2217124E+003	-4.9629246E+001
1.010000000000000E+002	1.341709855350520E+004	1.2590930E+005	2.3278174E+003	2.7281189E+003	3.5862747E+003	-4.9526924E+001
1.010000000000000E+002	1.341753257019247E+004	1.0000371E+005	2.8021233E+003	2.8694570E+003	4.0106956E+003	-4.5680191E+001
1.010000000000000E+002	1.341796655677311E+004	7.9433273E+004	3.1434421E+003	3.2942571E+003	4.5533896E+003	-4.6342014E+001
1.010000000000000E+002	1.341840055986040E+004	6.3093824E+004	3.8395361E+003	3.9840339E+003	5.5330430E+003	-4.6058105E+001
1.010000000000000E+002	1.341914557181578E+004	5.0122477E+004	4.1401938E+003	3.8859119E+003	5.6781611E+003	-4.3185371E+001
1.010000000000000E+002	1.341957956300973E+004	3.9814059E+004	4.5277334E+003	4.2601016E+003	6.2168188E+003	-4.3255608E+001
1.010000000000000E+002	1.342001457615040E+004	3.1621139E+004	5.1166782E+003	4.5834565E+003	6.8693862E+003	-4.1853584E+001
1.010000000000000E+002	1.342044856289099E+004	2.5116910E+004	5.6367124E+003	4.9190894E+003	7.4813076E+003	-4.1110802E+001
1.010000000000000E+002	1.342088256837823E+004	1.9948785E+004	6.3813311E+003	5.6222695E+003	8.5047813E+003	-4.1381653E+001
1.010000000000000E+002	1.342117655631225E+004	1.5847683E+004	7.1265518E+003	6.2167573E+003	9.4570508E+003	-4.1099407E+001
1.010000000000000E+002	1.342161057190615E+004	1.2590930E+004	7.4890835E+003	7.1832524E+003	1.0377162E+004	-4.3805897E+001
1.010000000000000E+002	1.342190456016012E+004	1.0002226E+004	9.6678760E+003	7.3971875E+003	1.2173176E+004	-3.7420708E+001
1.010000000000000E+002	1.342224007004278E+004	7.9439990E+003	9.4931240E+003	8.2851836E+003	1.2600146E+004	-4.1113037E+001
1.010000000000000E+002	1.342263663920824E+004	6.3077339E+003	1.0555983E+004	9.6441387E+003	1.4298188E+004	-4.2415394E+001
1.010000000000000E+002	1.342310575024391E+004	5.0116040E+003	1.2648960E+004	1.0992150E+004	1.6757791E+004	-4.0991169E+001
1.010000000000000E+002	1.342357277146610E+004	3.9812744E+003	6.3944531E+003	4.3712085E+003	7.7457402E+003	-3.4356270E+001
1.010000000000000E+002	1.342403977759494E+004	3.1610117E+003	1.3740323E+004	1.2841186E+004	1.8806715E+004	-4.3062668E+001
1.010000000000000E+002	1.342450677337712E+004	2.5108032E+003	1.3681852E+004	1.2650368E+004	1.8633971E+004	-4.2756763E+001
1.010000000000000E+002	1.342497377321264E+004	1.9956388E+003	1.7164219E+004	1.7097936E+004	2.4227047E+004	-4.4889153E+001
1.010000000000000E+002	1.342544077416815E+004	1.5855074E+003	2.3119809E+004	1.6916756E+004	2.8647900E+004	-3.6192921E+001
1.010000000000000E+002	1.342590903216373E+004	1.2587913E+003	2.2526375E+004	1.7507748E+004	2.8529963E+004	-3.7854744E+001
1.010000000000000E+002	1.342662975619796E+004	1.0003202E+003	2.5044010E+004	2.1477459E+004	3.2992176E+004	-4.0616016E+001
1.020000000000000E+002	1.354814936836384E+004	1.0000186E+006	5.6914819E+002	1.3127677E+003	1.4308350E+003	-6.6560936E+001
1.020000000000000E+002	1.354858336174442E+004	7.9433269E+005	6.8211273E+002	1.2212822E+003	1.3988596E+003	-6.0815689E+001
1.020000000000000E+002	1.354901837104512E+004	6.3095681E+005	7.9634833E+002	1.3016271E+003	1.5259108E+003	-5.8541290E+001
1.020000000000000E+002	1.354945237327903E+004	5.0120622E+005	9.2407349E+002	1.4822872E+003	1.7467362E+003	-5.8060154E+001
1.020000000000000E+002	1.354988636415300E+004	3.9810347E+005	1.1168208E+003	1.6378770E+003	1.9824050E+003	-5.5711056E+001
1.020000000000000E+002	1.355032036561362E+004	3.1622997E+005	1.3253867E+003	1.7590736E+003	2.2024963E+003	-5.3003540E+001
1.020000000000000E+002	1.355075537534093E+004	2.5118766E+005	1.5395598E+003	2.0352402E+003	2.5519497E+003	-5.2894276E+001
1.020000000000000E+002	1.355119036472158E+004	1.9954350E+005	2.1264219E+003	1.9717721E+003	2.8999233E+003	-4.2838905E+001
1.020000000000000E+002	1.355162435895554E+004	1.5848613E+005	2.1441870E+003	2.4423933E+003	3.2500496E+003	-4.8719971E+001
1.020000000000000E+002	1.355205836422951E+004	1.2590930E+005	2.5844846E+003	2.7969106E+003	3.8081846E+003	-4.7260532E+001
1.020000000000000E+002	1.355249235537014E+004	1.0000371E+005	2.7550342E+003	2.8154761E+003	3.9391775E+003	-4.5621655E+001
1.020000000000000E+002	1.355292637123074E+004	7.9433273E+004	3.0813513E+003	3.4098870E+003	4.5958735E+003	-4.7897392E+001
1.020000000000000E+002	1.355336135306471E+004	6.3093824E+004	3.3285813E+003	3.8409148E+003	5.0825269E+003	-4.9087418E+001
1.020000000000000E+002	1.355410636326013E+004	5.0122477E+004	4.0723528E+003	3.8701985E+003	5.6180508E+003	-4.3542019E+001
1.020000000000000E+002	1.355454137496074E+004	3.9814059E+004	4.6122227E+003	4.3131782E+003	6.3147529E+003	-4.3081032E+001
1.020000000000000E+002	1.355497536268807E+004	3.1621139E+004	5.2255156E+003	4.6691143E+003	7.0076133E+003	-4.1781498E+001
1.020000000000000E+002	1.355541036846873E+004	2.5116910E+004	5.7564136E+003	5.0058789E+003	7.6285728E+003	-4.1010799E+001
1.020000000000000E+002	1.355584535160934E+004	1.9948785E+004	6.3724155E+003	5.7275010E+003	8.5680771E+003	-4.1949074E+001
1.020000000000000E+002	1.355614035967673E+004	1.5847683E+004	7.1716118E+003	6.0747900E+003	9.3986748E+003	-4.0266621E+001
1.020000000000000E+002	1.355657435361733E+004	1.2590930E+004	7.7588730E+003	6.7849409E+003	1.0307063E+004	-4.1168888E+001
