time/s	cycle number	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	
1.862373246717063E+003	7.000000000000000E+000	3.1621139E+004	8.1074242E+001	1.8070625E+001	8.3063713E+001	-1.2565254E+001
1.862807241724309E+003	7.000000000000000E+000	2.1544684E+004	8.3509003E+001	2.3733856E+001	8.6816185E+001	-1.5865529E+001
1.863241247104917E+003	7.000000000000000E+000	1.4678594E+004	8.6351456E+001	3.1321003E+001	9.1856293E+001	-1.9936489E+001
1.863535236532247E+003	7.000000000000000E+000	1.0002226E+004	8.9988914E+001	4.1789932E+001	9.9218964E+001	-2.4909674E+001
1.863912265216786E+003	7.000000000000000E+000	6.8110674E+003	9.4508553E+001	5.6232956E+001	1.0997278E+002	-3.0752811E+001
1.864382446305855E+003	7.000000000000000E+000	4.6414854E+003	1.0013956E+002	7.6089012E+001	1.2576752E+002	-3.7228649E+001
1.864849459608035E+003	7.000000000000000E+000	3.1610117E+003	1.0697507E+002	1.0338468E+002	1.4876848E+002	-4.4022179E+001
1.865317444456930E+003	7.000000000000000E+000	2.1556899E+003	1.1544035E+002	1.4213773E+002	1.8311092E+002	-5.0917450E+001
1.865785688585805E+003	7.000000000000000E+000	1.4685898E+003	1.2638611E+002	1.9671896E+002	2.3382001E+002	-5.7280457E+001
1.866251439701293E+003	7.000000000000000E+000	1.0003202E+003	1.3905844E+002	2.7407486E+002	3.0733414E+002	-6.3097950E+001
2.167960029803711E+003	8.000000000000000E+000	1.0000186E+006	7.8705299E+001	-4.3764381E+000	7.8826881E+001	3.1826761E+000
2.168394044197659E+003	8.000000000000000E+000	6.8129269E+005	7.3517349E+001	-3.5464067E+000	7.3602837E+001	2.7617528E+000
2.168829039631615E+003	8.000000000000000E+000	4.6415716E+005	7.3473679E+001	-1.1562086E+000	7.3482773E+001	9.0155298E-001
2.169263045678934E+003	8.000000000000000E+000	3.1622997E+005	7.3769302E+001	1.0873672E+000	7.3777313E+001	-8.4448457E-001
2.169697037379519E+003	8.000000000000000E+000	2.1544686E+005	7.4214081E+001	3.2720978E+000	7.4286179E+001	-2.5245352E+000
2.170131044440175E+003	8.000000000000000E+000	1.4677664E+005	7.5039307E+001	5.4569764E+000	7.5237465E+001	-4.1593175E+000
2.170566044594132E+003	8.000000000000000E+000	1.0000371E+005	7.6115158E+001	7.8908396E+000	7.6523087E+001	-5.9186959E+000
2.171000033494754E+003	8.000000000000000E+000	6.8132047E+004	7.7519455E+001	1.0618917E+001	7.8243385E+001	-7.8000522E+000
2.171434037062019E+003	8.000000000000000E+000	4.6420355E+004	7.9287750E+001	1.4048442E+001	8.0522705E+001	-1.0047561E+001
2.171868032362632E+003	8.000000000000000E+000	3.1621139E+004	8.1363716E+001	1.8369810E+001	8.3411652E+001	-1.2722586E+001
2.172302042249910E+003	8.000000000000000E+000	2.1544684E+004	8.3837166E+001	2.3995571E+001	8.7203545E+001	-1.5971990E+001
2.172736038937204E+003	8.000000000000000E+000	1.4678594E+004	8.6784668E+001	3.1855530E+001	9.2446487E+001	-2.0156370E+001
2.173031049671205E+003	8.000000000000000E+000	1.0002226E+004	9.0520905E+001	4.2492180E+001	9.9998100E+001	-2.5146225E+001
2.173408040089154E+003	8.000000000000000E+000	6.8110674E+003	9.4962326E+001	5.6989933E+001	1.1075060E+002	-3.0969316E+001
2.173878220884850E+003	8.000000000000000E+000	4.6414854E+003	1.0054588E+002	7.7213982E+001	1.2677332E+002	-3.7522377E+001
2.174345226293699E+003	8.000000000000000E+000	3.1610117E+003	1.0769216E+002	1.0526698E+002	1.5059462E+002	-4.4347546E+001
2.174812252955882E+003	8.000000000000000E+000	2.1556899E+003	1.1607333E+002	1.4422841E+002	1.8513469E+002	-5.1173298E+001
2.175280519698106E+003	8.000000000000000E+000	1.4685898E+003	1.2652808E+002	1.9988751E+002	2.3656790E+002	-5.7666336E+001
2.175746256386919E+003	8.000000000000000E+000	1.0003202E+003	1.3964174E+002	2.7888693E+002	3.1189380E+002	-6.3402370E+001
2.477454823635955E+003	9.000000000000000E+000	1.0000186E+006	7.9403687E+001	-5.1080017E+000	7.9567818E+001	3.6807387E+000
2.477888842936576E+003	9.000000000000000E+000	6.8129269E+005	7.3807625E+001	-3.6018953E+000	7.3895462E+001	2.7938821E+000
2.478323838023905E+003	9.000000000000000E+000	4.6415716E+005	7.3763893E+001	-1.2090290E+000	7.3773804E+001	9.3902379E-001
2.478758834791282E+003	9.000000000000000E+000	3.1622997E+005	7.4024544E+001	1.1268079E+000	7.4033119E+001	-8.7209392E-001
2.479192830518557E+003	9.000000000000000E+000	2.1544686E+005	7.4573006E+001	3.3348358E+000	7.4647537E+001	-2.5605083E+000
2.479627822779206E+003	9.000000000000000E+000	1.4677664E+005	7.5388191E+001	5.5389767E+000	7.5591400E+001	-4.2021270E+000
2.480061820693169E+003	9.000000000000000E+000	1.0000371E+005	7.6563087E+001	8.0029888E+000	7.6980217E+001	-5.9673452E+000
2.480495818980417E+003	9.000000000000000E+000	6.8132047E+004	7.7945900E+001	1.0803136E+001	7.8690987E+001	-7.8908033E+000
2.480930832227779E+003	9.000000000000000E+000	4.6420355E+004	7.9731598E+001	1.4247204E+001	8.0994507E+001	-1.0131230E+001
2.481364836221706E+003	9.000000000000000E+000	3.1621139E+004	8.1788399E+001	1.8595587E+001	8.3875732E+001	-1.2809138E+001
2.481798841602315E+003	9.000000000000000E+000	2.1544684E+004	8.4309990E+001	2.4314503E+001	8.7746048E+001	-1.6087248E+001
2.482232839542936E+003	9.000000000000000E+000	1.4678594E+004	8.7317940E+001	3.2114773E+001	9.3036453E+001	-2.0193079E+001
2.482526839556900E+003	9.000000000000000E+000	1.0002226E+004	9.0866989E+001	4.2899544E+001	1.0048473E+002	-2.5272635E+001
2.482904859148170E+003	9.000000000000000E+000	6.8110674E+003	9.5638145E+001	5.7804714E+001	1.1174990E+002	-3.1149210E+001
2.483375038050559E+003	9.000000000000000E+000	4.6414854E+003	1.0116029E+002	7.8158249E+001	1.2783628E+002	-3.7690315E+001
2.483842017619412E+003	9.000000000000000E+000	3.1610117E+003	1.0823711E+002	1.0660127E+002	1.5191808E+002	-4.4563744E+001
2.484310023188307E+003	9.000000000000000E+000	2.1556899E+003	1.1717451E+002	1.4660149E+002	1.8767488E+002	-5.1365623E+001
2.484778288303874E+003	9.000000000000000E+000	1.4685898E+003	1.2702436E+002	2.0241885E+002	2.3897401E+002	-5.7890404E+001
2.485244040646008E+003	9.000000000000000E+000	1.0003202E+003	1.4022098E+002	2.8373282E+002	3.1649051E+002	-6.3701385E+001
2.786954622615158E+003	1.000000000000000E+001	1.0000186E+006	7.9514778E+001	-4.5460620E+000	7.9644630E+001	3.2721832E+000
2.787388621382444E+003	1.000000000000000E+001	6.8129269E+005	7.4517570E+001	-3.7476959E+000	7.4611755E+001	2.8791382E+000
2.787822616229736E+003	1.000000000000000E+001	4.6415716E+005	7.4254211E+001	-1.2240281E+000	7.4264297E+001	9.4439489E-001
2.788256617343664E+003	1.000000000000000E+001	3.1622997E+005	7.4489738E+001	1.0444720E+000	7.4497063E+001	-8.0333102E-001
2.788691610377660E+003	1.000000000000000E+001	2.1544686E+005	7.4987457E+001	3.2327127E+000	7.5057106E+001	-2.4684954E+000
2.789125612104981E+003	1.000000000000000E+001	1.4677664E+005	7.5730835E+001	5.5478854E+000	7.5933777E+001	-4.1898866E+000
2.789559633218887E+003	1.000000000000000E+001	1.0000371E+005	7.6879387E+001	7.9334149E+000	7.7287636E+001	-5.8916698E+000
2.789993625772855E+003	1.000000000000000E+001	6.8132047E+004	7.8278587E+001	1.0848705E+001	7.9026779E+001	-7.8904157E+000
2.790428616566845E+003	1.000000000000000E+001	4.6420355E+004	8.0068680E+001	1.4267183E+001	8.1329857E+001	-1.0103314E+001
2.790862619867461E+003	1.000000000000000E+001	3.1621139E+004	8.2143417E+001	1.8683632E+001	8.4241432E+001	-1.2813998E+001
2.791297610794805E+003	1.000000000000000E+001	2.1544684E+004	8.4733208E+001	2.4491766E+001	8.8201828E+001	-1.6121708E+001
2.791731627455418E+003	1.000000000000000E+001	1.4678594E+004	8.7690895E+001	3.2381325E+001	9.3478569E+001	-2.0267509E+001
2.792025621336041E+003	1.000000000000000E+001	1.0002226E+004	9.1450142E+001	4.3267673E+001	1.0116927E+002	-2.5320168E+001
2.792403637407318E+003	1.000000000000000E+001	6.8110674E+003	9.5924202E+001	5.8116055E+001	1.1215582E+002	-3.1209740E+001
2.792873847776369E+003	1.000000000000000E+001	4.6414854E+003	1.0180094E+002	7.8596230E+001	1.2861104E+002	-3.7670219E+001
2.793341833665261E+003	1.000000000000000E+001	3.1610117E+003	1.0890418E+002	1.0730370E+002	1.5288625E+002	-4.4575874E+001
2.793808824887448E+003	1.000000000000000E+001	2.1556899E+003	1.1761621E+002	1.4737663E+002	1.8855621E+002	-5.1407841E+001
2.794277085496346E+003	1.000000000000000E+001	1.4685898E+003	1.2767704E+002	2.0433041E+002	2.4094054E+002	-5.8000561E+001
2.794742821065141E+003	1.000000000000000E+001	1.0003202E+003	1.4214198E+002	2.8478986E+002	3.1829169E+002	-6.3475674E+001
3.096451411460905E+003	1.100000000000000E+001	1.0000186E+006	8.0021545E+001	-5.2470727E+000	8.0193390E+001	3.7515566E+000
3.096886409561528E+003	1.100000000000000E+001	6.8129269E+005	7.4647964E+001	-3.6286819E+000	7.4736107E+001	2.7829914E+000
3.097320406142186E+003	1.100000000000000E+001	4.6415716E+005	7.4515625E+001	-1.2118773E+000	7.4525482E+001	9.3174195E-001
3.097754407736094E+003	1.100000000000000E+001	3.1622997E+005	7.4765900E+001	1.0484263E+000	7.4773247E+001	-8.0339384E-001
3.098188428183406E+003	1.100000000000000E+001	2.1544686E+005	7.5187294E+001	3.2650750E+000	7.5258156E+001	-2.4865577E+000
3.098622417057311E+003	1.100000000000000E+001	1.4677664E+005	7.5964645E+001	5.5421934E+000	7.6166550E+001	-4.1727657E+000
3.099056407291297E+003	1.100000000000000E+001	1.0000371E+005	7.7103424E+001	8.0872068E+000	7.7526390E+001	-5.9877334E+000
3.099490405231918E+003	1.100000000000000E+001	6.8132047E+004	7.8491074E+001	1.0911880E+001	7.9245934E+001	-7.9145689E+000
3.099925418532541E+003	1.100000000000000E+001	4.6420355E+004	8.0276672E+001	1.4215663E+001	8.1525635E+001	-1.0042025E+001
3.100359422659822E+003	1.100000000000000E+001	3.1621139E+004	8.2377213E+001	1.8741787E+001	8.4482307E+001	-1.2817288E+001
3.100793421053764E+003	1.100000000000000E+001	2.1544684E+004	8.4895271E+001	2.4564735E+001	8.8377785E+001	-1.6137980E+001
