time/s	cycle number	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	
1.793289258477118E+003	7.000000000000000E+000	1.4678594E+004	1.7327202E+002	7.1366463E+001	1.8739360E+002	-2.2385551E+001
1.793723247671049E+003	7.000000000000000E+000	1.0002226E+004	1.8267903E+002	9.5111046E+001	2.0595567E+002	-2.7503542E+001
1.794101263928998E+003	7.000000000000000E+000	6.8110674E+003	1.9521281E+002	1.2770135E+002	2.3327168E+002	-3.3191296E+001
1.794571425178074E+003	7.000000000000000E+000	4.6414854E+003	2.1199313E+002	1.7059831E+002	2.7211188E+002	-3.8824856E+001
1.795039430400306E+003	7.000000000000000E+000	3.1610117E+003	2.3416356E+002	2.2791852E+002	3.2677121E+002	-4.4225693E+001
1.795761468594596E+003	7.000000000000000E+000	2.1556899E+003	2.6042032E+002	3.0368018E+002	4.0005048E+002	-4.9385326E+001
1.796229701550168E+003	7.000000000000000E+000	1.4685898E+003	2.9554773E+002	4.0623340E+002	5.0236844E+002	-5.3962917E+001
1.796695433065630E+003	7.000000000000000E+000	1.0003202E+003	3.3333508E+002	5.5002716E+002	6.4315021E+002	-5.8782719E+001
2.098118027527773E+003	8.000000000000000E+000	1.0000186E+006	1.6934457E+002	7.8281946E+000	1.6952541E+002	-2.6466951E+000
2.098552032855063E+003	8.000000000000000E+000	6.8129269E+005	1.5313309E+002	3.8865695E+000	1.5318240E+002	-1.4538741E+000
2.098986047249011E+003	8.000000000000000E+000	4.6415716E+005	1.4868272E+002	3.7467656E+000	1.4872992E+002	-1.4435332E+000
2.099420047109612E+003	8.000000000000000E+000	3.1622997E+005	1.4707053E+002	5.5559278E+000	1.4717543E+002	-2.1634514E+000
2.099855041370276E+003	8.000000000000000E+000	2.1544686E+005	1.4671552E+002	8.4055166E+000	1.4695610E+002	-3.2789631E+000
2.100289051977583E+003	8.000000000000000E+000	1.4677664E+005	1.4738258E+002	1.2312678E+001	1.4789601E+002	-4.7755308E+000
2.100723033304865E+003	8.000000000000000E+000	1.0000371E+005	1.4893681E+002	1.7237225E+001	1.4993097E+002	-6.6017647E+000
2.101158034845503E+003	8.000000000000000E+000	6.8132047E+004	1.5147064E+002	2.3031235E+001	1.5321159E+002	-8.6456480E+000
2.101592027026127E+003	8.000000000000000E+000	4.6420355E+004	1.5494934E+002	3.0641766E+001	1.5795004E+002	-1.1186111E+001
2.102026050913395E+003	8.000000000000000E+000	3.1621139E+004	1.5945876E+002	4.0326885E+001	1.6447903E+002	-1.4192442E+001
2.102460043654035E+003	8.000000000000000E+000	2.1544684E+004	1.6483908E+002	5.3469429E+001	1.7329427E+002	-1.7971689E+001
2.102755029454725E+003	8.000000000000000E+000	1.4678594E+004	1.7214005E+002	7.0708076E+001	1.8609628E+002	-2.2330851E+001
2.103190049368670E+003	8.000000000000000E+000	1.0002226E+004	1.8112318E+002	9.4186783E+001	2.0414886E+002	-2.7475111E+001
2.103567049173245E+003	8.000000000000000E+000	6.8110674E+003	1.9379726E+002	1.2602457E+002	2.3117000E+002	-3.3035580E+001
2.104037256048992E+003	8.000000000000000E+000	4.6414854E+003	2.0993759E+002	1.6825069E+002	2.6903918E+002	-3.8709801E+001
2.104504236364497E+003	8.000000000000000E+000	3.1610117E+003	2.3271832E+002	2.2608061E+002	3.2445380E+002	-4.4171127E+001
2.105226266478800E+003	8.000000000000000E+000	2.1556899E+003	2.5702795E+002	3.0110672E+002	3.9588968E+002	-4.9515568E+001
2.105694500394355E+003	8.000000000000000E+000	1.4685898E+003	2.9215668E+002	4.0428903E+002	4.9880371E+002	-5.4146503E+001
2.106160232976486E+003	8.000000000000000E+000	1.0003202E+003	3.2973785E+002	5.4666718E+002	6.3841370E+002	-5.8902527E+001
2.407583836425343E+003	9.000000000000000E+000	1.0000186E+006	1.6961880E+002	8.3823795E+000	1.6982581E+002	-2.8291941E+000
2.408017823352609E+003	9.000000000000000E+000	6.8129269E+005	1.5246971E+002	3.6773279E+000	1.5251405E+002	-1.3816155E+000
2.408451827159923E+003	9.000000000000000E+000	4.6415716E+005	1.4801491E+002	3.5593190E+000	1.4805769E+002	-1.3775280E+000
2.408885822780503E+003	9.000000000000000E+000	3.1622997E+005	1.4649884E+002	5.1385016E+000	1.4658893E+002	-2.0088475E+000
2.409319819841141E+003	9.000000000000000E+000	2.1544686E+005	1.4597946E+002	8.3123121E+000	1.4621593E+002	-3.2589974E+000
2.409753833621755E+003	9.000000000000000E+000	1.4677664E+005	1.4658720E+002	1.2183520E+001	1.4709265E+002	-4.7511888E+000
2.410187835055709E+003	9.000000000000000E+000	1.0000371E+005	1.4828583E+002	1.6955772E+001	1.4925209E+002	-6.5231657E+000
2.410621825129681E+003	9.000000000000000E+000	6.8132047E+004	1.5057620E+002	2.2784067E+001	1.5229021E+002	-8.6042995E+000
2.411055843283611E+003	9.000000000000000E+000	4.6420355E+004	1.5403922E+002	3.0392391E+001	1.5700885E+002	-1.1161269E+001
2.411489823224212E+003	9.000000000000000E+000	3.1621139E+004	1.5858629E+002	3.9953342E+001	1.6354167E+002	-1.4140511E+001
2.411923836204820E+003	9.000000000000000E+000	2.1544684E+004	1.6393907E+002	5.2826366E+001	1.7224008E+002	-1.7860586E+001
2.412217832912123E+003	9.000000000000000E+000	1.4678594E+004	1.7095706E+002	6.9844284E+001	1.8467415E+002	-2.2222406E+001
2.412652823439465E+003	9.000000000000000E+000	1.0002226E+004	1.8013857E+002	9.3219185E+001	2.0282928E+002	-2.7360931E+001
2.413029870550687E+003	9.000000000000000E+000	6.8110674E+003	1.9225859E+002	1.2467896E+002	2.2914670E+002	-3.2963253E+001
2.413500030306415E+003	9.000000000000000E+000	4.6414854E+003	2.0922070E+002	1.6714270E+002	2.6778720E+002	-3.8620735E+001
2.413967055928595E+003	9.000000000000000E+000	3.1610117E+003	2.3031221E+002	2.2254210E+002	3.2026349E+002	-4.4017010E+001
2.414689014362884E+003	9.000000000000000E+000	2.1556899E+003	2.5531386E+002	2.9680301E+002	3.9150632E+002	-4.9297451E+001
2.415157282065120E+003	9.000000000000000E+000	1.4685898E+003	2.8636743E+002	4.0002527E+002	4.9196191E+002	-5.4402134E+001
2.415623032060583E+003	9.000000000000000E+000	1.0003202E+003	3.2713873E+002	5.4368701E+002	6.3451978E+002	-5.8964504E+001
2.717046629989476E+003	1.000000000000000E+001	1.0000186E+006	1.6779462E+002	7.9670930E+000	1.6798366E+002	-2.7184317E+000
2.717480623423427E+003	1.000000000000000E+001	6.8129269E+005	1.5173924E+002	3.2837701E+000	1.5177477E+002	-1.2397374E+000
2.717914620537325E+003	1.000000000000000E+001	4.6415716E+005	1.4758833E+002	3.5908139E+000	1.4763200E+002	-1.3937274E+000
2.718349613384649E+003	1.000000000000000E+001	3.1622997E+005	1.4559004E+002	5.2703457E+000	1.4568541E+002	-2.0731964E+000
2.718783622071976E+003	1.000000000000000E+001	2.1544686E+005	1.4520605E+002	8.0572977E+000	1.4542943E+002	-3.1760123E+000
2.719217629772567E+003	1.000000000000000E+001	1.4677664E+005	1.4595653E+002	1.1873538E+001	1.4643869E+002	-4.6507602E+000
2.719651636406503E+003	1.000000000000000E+001	1.0000371E+005	1.4760698E+002	1.6807693E+001	1.4856082E+002	-6.4961691E+000
2.720086630453836E+003	1.000000000000000E+001	6.8132047E+004	1.5003624E+002	2.2658976E+001	1.5173761E+002	-8.5881004E+000
2.720521621114531E+003	1.000000000000000E+001	4.6420355E+004	1.5336804E+002	2.9658127E+001	1.5620935E+002	-1.0944696E+001
2.720955621855115E+003	1.000000000000000E+001	3.1621139E+004	1.5745909E+002	3.9477932E+001	1.6233260E+002	-1.4074991E+001
2.721390612649106E+003	1.000000000000000E+001	2.1544684E+004	1.6303613E+002	5.2187786E+001	1.7118512E+002	-1.7749844E+001
2.721684624583067E+003	1.000000000000000E+001	1.4678594E+004	1.7015282E+002	6.9266647E+001	1.8371132E+002	-2.2150497E+001
2.722118621590387E+003	1.000000000000000E+001	1.0002226E+004	1.7916872E+002	9.2359398E+001	2.0157303E+002	-2.7270580E+001
2.722495633341619E+003	1.000000000000000E+001	6.8110674E+003	1.9137343E+002	1.2415150E+002	2.2811703E+002	-3.2973064E+001
2.722965842297315E+003	1.000000000000000E+001	4.6414854E+003	2.0754716E+002	1.6575177E+002	2.6561151E+002	-3.8611641E+001
2.723432808532831E+003	1.000000000000000E+001	3.1610117E+003	2.2845358E+002	2.2166800E+002	3.1832019E+002	-4.4136330E+001
2.724154805633792E+003	1.000000000000000E+001	2.1556899E+003	2.5331320E+002	2.9756857E+002	3.9078720E+002	-4.9593025E+001
2.724623092642680E+003	1.000000000000000E+001	1.4685898E+003	2.8473834E+002	3.9564722E+002	4.8745526E+002	-5.4258289E+001
2.725088825144820E+003	1.000000000000000E+001	1.0003202E+003	3.1901147E+002	5.4030231E+002	6.2745111E+002	-5.9441059E+001
3.026639428413080E+003	1.100000000000000E+001	1.0000186E+006	1.6625568E+002	8.9969988E+000	1.6649893E+002	-3.0975652E+000
3.027074414647024E+003	1.100000000000000E+001	6.8129269E+005	1.5108205E+002	3.3648305E+000	1.5111951E+002	-1.2758546E+000
3.027509430374383E+003	1.100000000000000E+001	4.6415716E+005	1.4676643E+002	3.4631910E+000	1.4680728E+002	-1.3517356E+000
3.027943426954982E+003	1.100000000000000E+001	3.1622997E+005	1.4506532E+002	4.9234414E+000	1.4514885E+002	-1.9438428E+000
