time/s	cycle number	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	
2.794730625357857E+003	1.000000000000000E+001	2.1544684E+004	5.1257366E+001	1.1377172E+001	5.2504833E+001	-1.2514584E+001
2.795164634711778E+003	1.000000000000000E+001	1.4678594E+004	5.3108650E+001	1.4858484E+001	5.5148014E+001	-1.5630302E+001
2.795598626359046E+003	1.000000000000000E+001	1.0002226E+004	5.5360798E+001	1.9418198E+001	5.8667576E+001	-1.9328686E+001
2.795975655843649E+003	1.000000000000000E+001	6.8110674E+003	5.8156097E+001	2.5175686E+001	6.3371498E+001	-2.3407713E+001
2.796445829146032E+003	1.000000000000000E+001	4.6414854E+003	6.1229527E+001	3.2833191E+001	6.9477142E+001	-2.8201605E+001
2.796912835568211E+003	1.000000000000000E+001	3.1610117E+003	6.4644539E+001	4.3476189E+001	7.7904396E+001	-3.3922504E+001
2.797380841243779E+003	1.000000000000000E+001	2.1556899E+003	6.8473839E+001	5.8410408E+001	9.0002457E+001	-4.0465256E+001
2.797850096626033E+003	1.000000000000000E+001	1.4685898E+003	7.3204529E+001	7.9844131E+001	1.0832353E+002	-4.7484066E+001
2.798315833234854E+003	1.000000000000000E+001	1.0003202E+003	7.8880142E+001	1.1041989E+002	1.3570052E+002	-5.4459301E+001
3.100566410056344E+003	1.100000000000000E+001	1.0000186E+006	5.0589890E+001	-9.7397299E+000	5.1518921E+001	1.0897437E+001
3.101000428743631E+003	1.100000000000000E+001	6.8129269E+005	4.6861320E+001	-7.9327545E+000	4.7528011E+001	9.6080294E+000
3.101435417750938E+003	1.100000000000000E+001	4.6415716E+005	4.6453926E+001	-5.3007164E+000	4.6755371E+001	6.5096917E+000
3.101870426891575E+003	1.100000000000000E+001	3.1622997E+005	4.6146664E+001	-2.6226330E+000	4.6221130E+001	3.2527666E+000
3.102304428378906E+003	1.100000000000000E+001	2.1544686E+005	4.6208260E+001	-6.2241167E-001	4.6212452E+001	7.7171063E-001
3.102738405599521E+003	1.100000000000000E+001	1.4677664E+005	4.6330467E+001	1.1283693E+000	4.6344204E+001	-1.3951515E+000
3.103172418420116E+003	1.100000000000000E+001	1.0000371E+005	4.6935234E+001	2.8834310E+000	4.7023720E+001	-3.5155053E+000
3.103607413160760E+003	1.100000000000000E+001	6.8132047E+004	4.7708294E+001	4.6326528E+000	4.7932690E+001	-5.5462451E+000
3.104042423421430E+003	1.100000000000000E+001	4.6420355E+004	4.8512535E+001	6.3177414E+000	4.8922184E+001	-7.4198170E+000
3.104477418562077E+003	1.100000000000000E+001	3.1621139E+004	4.9750252E+001	8.6442156E+000	5.0495644E+001	-9.8568611E+000
